AW,D,PD,MD,F,FM,ZN,DE,IN,O,VI,DI,LAB_CODE,TEST_RESULT_VALUE
0.0,0.0,0.2,0.0,0.025,0.0,1.549,4.346,0.0,0.0,10.2,4.96,LT,341.7
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,0.0,LT,197.7
0.0,0.0,0.1,0.0,0.05,0.0,1.377,4.423,0.9,0.0,0.0,5.5,LT,399.4
0.0,0.809,0.0,0.0,0.02,0.0,2.061,5.471,0.154,0.0,9.2,6.233,LT,207.1
0.0,0.0,0.2,0.0,0.025,0.0,1.4,4.261,0.202,0.0,10.3,4.653,LT,283.5
0.0,0.647,0.0,0.0,0.025,0.0,1.575,3.4,0.752,0.0,5.6,6.984,LT,259.7
0.0,0.0,0.3,0.0,0.02,0.0,1.377,4.512,0.45,0.03,7,10,LT,206
0.0,0.0,0.3,0.0,0.02,0.0,1.379,4.312,0.402,0.0,7.1,9.967,LT,214.5
0.0,0.0,0.3,0.0,0.02,0.0,1.377,4.512,0.502,0.03,7,10,LT,144.3
0.0,0.647,0.0,0.0,0.025,0.0,1.551,3.387,0.752,0.0,5.5,7.016,LT,209.8
0.0,0.0,0.0,0.0,0.057,0.0,1.585,4.205,1.138,0.0,4.4,9.555,LT,202.9
0.0,0.87,0.2,0.0,0.025,0.0,1.465,3.387,0.702,0.0,15.4,8,LT,235.3
0.0,0.87,0.2,0.0,0.025,0.0,1.465,3.387,0.702,0.0,15,8,LT,247.6
0.0,0.423,0.2,0.0,0.05,0.0,1.232,4.145,0.202,0.0,7.3,4.243,LT,184
0.0,0.562,0.2,0.0,0.05,0.0,1.232,4.481,0.202,0.0,7.3,4.125,LT,283.1
0.0,0.0,0.0,0.0,0.057,0.0,1.585,4.205,1.138,0.0,4.7,9.555,LT,227.8
0.0,0.0,0.2,0.0,0.025,0.0,1.379,4.248,0.202,0.0,8.5,4.722,LT,289.2
0.0,0.0,0.0,0.0,0.057,0.0,1.583,4.427,1.092,0.0,4.84,9.542,LT,221.3
0.0,0.573,0.2,0.0,0.025,0.0,1.379,4.248,0.202,0.0,10.8,4.722,LT,145.1
0.0,0.0,0.0,0.0,0.02,0.0,2.082,5.829,0.142,0.0,9,6.233,LT,199.9
0.0,0.944,0.0,0.0,0.02,0.0,2.082,5.829,0.142,0.0,8.8,6.233,LT,230.7
0.0,0.0,0.0,0.0,0.025,0.0,1.379,4.199,0.202,0.0,9.7,7.016,LT,193.2
0.0,0.0,0.2,0.0,0.01,0.0,1.377,4.852,0.2,0.0,9.3,4.5,LT,245.5
0.0,0.944,0.0,0.0,0.02,0.0,2.094,5.849,0.15,0.0,8.8,6.329,LT,240.1
0.0,0.0,0.0,0.0,0.02,0.0,2.094,5.849,0.15,0.0,9,6.329,SR,321.1
0.0,0.0,0.0,0.0,0.02,0.0,2.094,5.849,0.15,0.0,9,6.329,SR,252.6
0.0,0.578,0.12,0.0,0.05,0.0,1.73,5.073,0.2,0.0,4.8,5.27,SR,336.4
0.0,2.51,0.2,0.0,0.02,0.0,1.109,3.442,0.214,0.0,12.5,4.068,SR,314.1
0.0,0.51,0.0,0.0,0.02,0.0,1.109,3.442,0.214,0.0,8.8,4.068,SR,239.2
0.0,0.51,0.0,0.0,0.02,0.0,1.109,3.442,0.214,0.0,8.8,4.068,SR,340
0.0,0.662,0.2,0.0,0.01,0.0,1.356,4.595,0.201,0.0,8.9,4.535,SR,321.1
0.0,0.662,0.2,0.0,0.01,0.0,1.356,4.595,0.201,0.0,8.9,4.535,SR,263.6
0.0,0.662,0.2,0.0,0.01,0.0,1.356,4.556,0.201,0.0,9.1,4.535,EG,237.9
0.0,0.0,0.0,0.0,0.02,0.0,2.104,5.979,0.153,0.0,28,7,EG,236.3
0.0,0.749,0.0,0.0,0.025,0.0,1.914,4.014,0.189,0.0,7.8,9.191,SR,233.3
0.0,0.493,0.1,0.0,0.05,0.0,1.325,4.011,0.202,0.0,9.3,3.624,EG,190.8
0.0,0.0,0.0,0.0,0.01,0.0,1.635,4.26,0.2,0.0,15,7,EG,206.2
0.0,0.288,0.3,0.0,0.011,0.0,0.964,2.078,0.104,0.0,10.15,3.355,SR,399.2
0.0,0.0,0.3,0.0,0.011,0.0,0.962,2.099,0.104,0.0,5.8,3.255,EG,258.7
0.0,0.0,0.3,0.0,0.025,0.0,1.549,3.853,0.15,0.0,7.07,5.3,SR,148.3
0.25,0.0,0.3,0.0,0.05,0.0,0.553,2.453,1.316,0.0,6.4,2.5,SR,191.4
0.0,0.0,0.3,0.0,0.011,0.0,0.7,1.741,0.075,0.0,5.1,2.621,SR,304.8
0.25,0.0,0.3,0.0,0.05,0.0,0.553,2.453,1.316,0.0,7.1,2.5,SR,227.4
0.0,0.0,0.3,0.0,0.004,0.0,0.934,3.251,0.139,0.0,11,2.303,EG,251.6
0.0,0.0,0.3,0.0,0.004,0.0,0.934,3.251,0.139,0.0,11.7,2.303,SR,111.4
0.3,0.0,0.0,0.0,0.0,0.0,0.75,3.785,1.17,0.0,10.1,5.5,SR,379.4
0.3,0.0,0.0,0.0,0.0,0.0,0.527,3.785,1.16,0.0,9.4,5.5,SR,215.9
0.0,0.0,0.0,0.0,0.01,0.0,1.291,2.498,0.166,0.0,0.0,4.5,SR,233.7
0.7,0.0,0.0,0.0,0.01,0.0,0.0,1.27,5.03,0.0,0.0,9.8,SR,344.8
0.7,0.0,0.0,0.0,0.01,0.0,0.0,1.611,5.03,0.0,0.0,9.8,SR,317.8
0.7,0.0,0.0,0.0,0.01,0.0,0.0,1.27,6.03,0.0,0.0,9.8,SR,273.3
0.0,0.0,0.0,0.0,0.01,0.0,1.377,1.747,0.6,0.0,0.0,7.5,SR,186.7
0.0,0.459,0.3,0.0,0.005,0.0,1.038,2.509,1.836,0.0,0.0,6.497,SR,179.6
0.0,0.0,0.3,0.0,0.025,0.0,1.038,2.512,1.836,0.0,0.0,6.364,SR,198.4
0.0,0.527,0.3,0.0,0.025,0.0,1.038,2.512,1.836,0.0,0.0,6.364,SR,188.2
0.0,0.527,0.3,0.0,0.025,0.0,1.038,2.512,1.836,0.0,0.0,6.364,EG,210.4
0.0,0.0,0.3,0.0,0.025,0.0,1.038,2.512,1.836,0.0,0.0,6.364,SR,195.1
0.0,0.0,0.0,0.0,0.005,0.0,1.076,2.373,2.77,0.0,0.0,7.167,SR,191.7
0.0,0.0,0.0,0.0,0.01,0.0,1.377,1.747,0.6,0.0,0.0,7.5,SR,179.2
0.0,0.0,0.0,0.0,0.005,0.0,1.076,2.373,2.77,0.0,0.0,7.7,SR,131.4
0.0,0.0,0.0,0.0,0.005,0.0,1.076,2.373,2.77,0.0,0.0,7.7,SR,183
0.0,0.0,0.3,0.0,0.005,0.0,1.032,2.481,1.9,0.0,0.0,6.5,SR,167.8
0.0,0.0,0.3,0.0,0.025,0.0,1.032,2.481,1.9,0.0,0.0,6.5,SR,201.4
0.0,0.0,0.0,0.0,0.005,0.0,1.076,2.373,2.77,0.0,0.0,7.167,SR,167.5
0.0,0.0,0.3,0.0,0.025,0.0,1.044,2.508,1.874,0.0,0.0,6.503,SR,173.6
0.0,0.0,0.3,0.0,0.025,0.0,1.044,2.508,1.874,0.0,0.0,6.503,SR,174.8
0.0,0.0,0.3,0.0,0.025,0.0,1.038,2.513,1.883,0.0,0.0,6.412,SR,188.3
0.0,0.0,0.3,0.0,0.025,0.0,1.038,2.513,1.883,0.0,0.0,6.412,SR,178
0.0,0.0,0.3,0.0,0.025,0.0,1.038,2.509,1.877,0.0,0.0,6.412,SR,160
